Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8327215,2020-01-06 00:03:09,2018-12-17 06:21:21,67345716,20203714800,67345716,300,7624,,https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/008132/SRR8327215,SRX5138925,HuLx2,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP173572,PRJNA509494,,509494,SRS4150435,SAMN10583669,simple,176265,Hylocereus undatus,HuLx,,,,,,,no,,,,,HENAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,SRA823685,,public,E9566AF065BA0CABC60972E341F7A608,DE7914086DFC40AA50270DD06C81FD04
SRR7846277,2018-09-16 03:11:11,2018-09-16 01:39:10,3891449,957948799,3891449,246,557,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7846277/SRR7846277.1,SRX4697067,JTBB,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP161841,PRJNA491244,,491244,SRS3786904,SAMN10068015,simple,307721,Leuenbergeria bleo,JTBB,,,,,,,no,,,,,UNIVERSITI MALAYSIA PAHANG,SRA775632,,public,32DDDCCA9E28F61B257F6D422F40D320,3C4BBDE1E2779FBBE2F08836B48D6E8B
SRR7848078,2018-09-16 04:06:13,2018-09-16 01:47:33,4379433,1036659314,4379433,236,608,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7848078/SRR7848078.1,SRX4698868,JTBD,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP161844,PRJNA491243,,491243,SRS3786918,SAMN10068014,simple,307721,Leuenbergeria bleo,JTBD,,,,,,,no,,,,,UNIVERSITI MALAYSIA PAHANG,SRA775634,,public,AC361A7D67174EB26F2CF6146C65E28E,79DD5AD34728CF6E9FA35087E11453AE
SRR7905854,2018-12-29 00:16:13,2018-09-26 23:29:40,24081576,6068557152,24081576,252,2877,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905854/SRR7905854.1,SRX4742003,Run_1724_Sample_72932,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823315,SAMN10132132,simple,154401,Leuenbergeria guamacho,Legu31,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,156C22D39A1AED293C97CC4F91DB93CE,DD1827F085366AD8A306D3FE53161E4B
SRR7905850,2018-12-29 00:16:13,2018-09-26 23:46:37,35207489,10632661678,35207489,302,3805,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905850/SRR7905850.1,SRX4742007,Run_1565_Sample_61538,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP162684,PRJNA493215,,493215,SRS3823320,SAMN10132136,simple,1041212,Opuntia arenaria,MJM2911,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,9D1A38591A4D8B137268B4DA6113BDC6,541CEDD474B4D831156E6371E5579C4B
SRR7905851,2018-12-29 00:16:13,2018-09-26 23:35:04,28621211,6783227007,28621211,237,3565,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905851/SRR7905851.1,SRX4742006,Run_1599_Sample_67179,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823319,SAMN10132137,simple,722799,Rhipsalis baccifera,MJM2938,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,20E63CC96031FC591E8EFFE4FDD94935,30D07E2343A8FDD101EC1B57EBFA2C0D
SRR7905855,2018-12-29 00:16:13,2018-09-26 15:25:19,29270898,7376266296,29270898,252,3706,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905855/SRR7905855.1,SRX4742002,Run_1724_Sample_72919,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823316,SAMN10132133,simple,432503,Matucana aurantiaca,Maau13,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,5E075D8DAE62830342E7DB62D33D52A1,0532F1E0DFC1DD1B11C2E7AA750F66C7
SRR7905848,2018-12-29 00:16:13,2018-09-26 23:38:02,37031249,9331874748,37031249,252,4752,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905848/SRR7905848.1,SRX4742009,Run_1691_Sample_72687,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823327,SAMN10132134,simple,1112772,Maihueniopsis conoidea,Maco1013,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,12DABA6E21E1AEA5D98830794E37DC8A,D8D705A6F17032D7F8DF2E9C92EAB611
SRR5605355,2018-05-22 00:07:38,2017-05-25 13:07:53,2528650,444419984,2520500,175,265,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605355/SRR5605355.1,SRX2857978,Maihuenia_poeppigii_205,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP108044,PRJNA387599,,387599,SRS2228708,SAMN07159104,simple,106974,Maihuenia poeppigii,Maihuenia_poeppigii_205,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,5EB6EE1B1315BB925A8D8E1C9C614295,AD1B0224E62C0BDD394F6B643C8AEB12
SRR6238171,2018-11-22 00:23:20,2017-10-31 11:29:53,2176305,387360379,2176305,177,229,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6238171/SRR6238171.1,SRX3346403,Maihueniopsis_glomerata_116,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP123153,PRJNA415977,,415977,SRS2646644,SAMN07839348,simple,867402,Maihueniopsis glomerata,Maihueniopsis_glomerata_116,,,,,,,no,,,,,UNIVERSITY OF OKLAHOMA,SRA626644,,public,29264106F261E46C72644E144B3A4A2C,8DEA5AE70A7C14521B5E09328FB8F56A
SRR5605354,2018-05-22 00:07:38,2017-05-25 13:07:38,1668308,296930705,1668308,177,181,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605354/SRR5605354.1,SRX2857979,Mammillaria_plumosa_117,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP108044,PRJNA387599,,387599,SRS2228709,SAMN07159105,simple,130150,Mammillaria plumosa,Mammillaria_plumosa_117,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,20526D4684C1E328A449963DD64D24AC,D57E1A325FF94D7E98E24D23CA863EB9
SRR7905849,2018-12-29 00:16:13,2018-09-26 15:22:47,26240156,6612519312,26240156,252,3133,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905849/SRR7905849.1,SRX4742008,Run_1724_Sample_72927,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823321,SAMN10132135,simple,106974,Maihuenia poeppigii,Mapo24,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,B2641BF81E4E417748B2D41FACD47901,50881DC0A473E8FA68C12A0663EC547A
SRR7905846,2018-12-29 00:16:14,2018-09-26 23:32:35,27061852,6819586704,27061852,252,3368,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905846/SRR7905846.1,SRX4742011,Run_1724_Sample_72922,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823323,SAMN10132138,simple,867478,Opuntia bravoana,Opbr17,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,CCF4470D4C7971B4C87352E18FDEFAA6,99E58D4177111C8089B3C2CCEAA387C6
SRR5605359,2018-05-22 00:07:38,2017-05-25 13:08:28,2089562,367508227,2086385,175,218,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605359/SRR5605359.1,SRX2857974,Opuntia_subulata_208,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP108044,PRJNA387599,,387599,SRS2228704,SAMN07159108,simple,106982,Austrocylindropuntia subulata,Opuntia_subulata_208,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,241D5B1F43BC923E24BC72AF8A9B0E10,4A910C21181ED012E971B9FDB413A168
SRR5137214,2017-10-24 00:00:22,2017-01-02 10:32:19,98845877,29851454854,98845877,302,12032,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR5137214/SRR5137214.1,SRX2455205,Ppri-PE1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP093540,PRJNA318822,2,318822,SRS1888479,SAMN06196469,simple,154437,Pachycereus pringlei,Pachycereus pringlei,,,,,,,no,,,,,THE UNIVERSITY OF ARIZONA,SRA515895,,public,9517A79EC67F5C6DD2EA474C1843963B,EF28657B569484395A587D85C4A01C2A
SRR5137211,2017-10-24 00:00:21,2017-01-02 10:44:27,122206499,36906362698,122206499,302,14870,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR5137211/SRR5137211.1,SRX2455202,Lsc-PE1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP093540,PRJNA318822,2,318822,SRS1888476,SAMN06196470,simple,153875,Lophocereus schottii,Pachycereus schottii,,,,,,,no,,,,,THE UNIVERSITY OF ARIZONA,SRA515895,,public,2627F40957B5D41A587A5D834C0B4E7F,1258F93B15931E78AF31B238A2F8C1FB
SRR7905847,2018-12-29 00:16:13,2018-09-26 15:19:57,23407957,5898805164,23407957,252,2814,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905847/SRR7905847.1,SRX4742010,Run_1724_Sample_72926,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823322,SAMN10132139,simple,154433,Lophocereus gatesii,Paga22,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,F3D36CC1587B452EEBE0BD2880CFDBCE,DE220309CAF387439F785DC0028A89B2
SRR7905861,2018-12-29 00:16:13,2018-09-26 21:02:42,29434450,7417481400,29434450,252,3453,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905861/SRR7905861.1,SRX4741996,Run_1724_Sample_72930,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823308,SAMN10132140,simple,336129,Peniocereus cuixmalensis,Pecu29,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,5F6BCC4D19F9ADF23F28F1D5A4763A2D,C1FCBEEA6979D00E613F91CFD97A1FD5
SRR6269778,2018-10-31 00:09:03,2017-11-08 15:44:09,33175793,6701510186,33175793,202,3406,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR6269778/SRR6269778.1,SRX3375857,pb,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP124649,PRJNA416167,,416167,SRS2672153,SAMN07943319,simple,307721,Leuenbergeria bleo,Pereskia bleo,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA625891,,public,A19B7DFFA4805B0C0F215F9D3FB229F4,AF8A5E2E48290B1973E9C72E4F33FFE2
SRR5137212,2017-10-24 00:00:22,2017-01-02 11:26:08,60696516,16763277841,60696516,276,7643,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR5137212/SRR5137212.1,SRX2455203,Phum-PE1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP093540,PRJNA318822,2,318822,SRS1888477,SAMN06196472,simple,1931378,Pereskia humboldtii,Pereskia horrida,,,,,,,no,,,,,THE UNIVERSITY OF ARIZONA,SRA515895,,public,838637693C71EDEB67A25B1517CF0C32,B586207DAC3C13001514B8D9B5BFD9A5
SRR6238147,2018-11-22 00:23:21,2017-10-31 11:29:38,5025391,1416899661,5025391,281,517,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6238147/SRR6238147.1,SRX3346427,Pereskia_bleo_69,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP123153,PRJNA415977,,415977,SRS2646667,SAMN07839380,simple,307721,Leuenbergeria bleo,Pereskia_bleo_69,,,,,,,no,,,,,UNIVERSITY OF OKLAHOMA,SRA626644,,public,6F5666BEB95C51E99A8A92646A94A726,2348EF06615E2301DF277E8003E0B882
SRR5605358,2018-05-22 00:07:38,2017-05-25 13:06:49,427353,81197070,427353,190,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605358/SRR5605358.1,SRX2857975,Pereskia_grandifolia_59,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP108044,PRJNA387599,,387599,SRS2228705,SAMN07159109,simple,307724,Pereskia grandifolia,Pereskia_grandifolia_59,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,55E8896D0FFF3A8067850C8768EAA794,464D8798020206C90AFAFB5CE880E858
SRR5605361,2018-05-22 00:07:38,2017-05-25 13:07:04,1371260,260539400,1371260,190,168,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605361/SRR5605361.1,SRX2857972,Pereskia_guamacho_35,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP108044,PRJNA387599,,387599,SRS2228702,SAMN07159110,simple,154401,Leuenbergeria guamacho,Pereskia_guamacho_35,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,B145B85940656066C2D8041C40390445,D45923C6AD870388F13C3190F22A9B1C
SRR5605378,2018-05-22 00:07:38,2017-05-25 13:09:43,2734230,486676474,2734230,177,292,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605378/SRR5605378.1,SRX2857955,Pereskia_horrida_64,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP108044,PRJNA387599,,387599,SRS2228685,SAMN07159111,simple,307712,Pereskia horrida,Pereskia_horrida_64,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,AF6508E24552D938B942B0C61FBCFDDC,D896E8F4B198B65CD2073AC824A4EC1C
SRR5605381,2018-05-22 00:07:38,2017-05-25 13:08:54,904390,159182298,904390,176,93,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605381/SRR5605381.1,SRX2857952,Pereskia_lychnidiflora_78,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP108044,PRJNA387599,,387599,SRS2228682,SAMN07159112,simple,307717,Leuenbergeria lychnidiflora,Pereskia_lychnidiflora_78,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,0D87A49BBBEEF15CF5F26E7229B483CE,B7EB19090515C626CE15251311C0ED8B
SRR5605380,2018-05-22 00:07:38,2017-05-25 13:10:15,5823212,1106410280,5823212,190,722,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605380/SRR5605380.1,SRX2857953,Pereskia_quisqueyana_55,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP108044,PRJNA387599,,387599,SRS2228683,SAMN07159113,simple,307720,Leuenbergeria quisqueyana,Pereskia_quisqueyana_55,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,46F29C3ABFA209E0BE43B6FBA6B9FD3B,5DBD33B83973FD090277218582E0006A
SRR5605344,2018-05-22 00:07:39,2017-05-25 13:07:40,1473529,403064557,1473529,273,210,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605344/SRR5605344.1,SRX2857989,Pereskia_sacharosa_67,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP108044,PRJNA387599,,387599,SRS2228719,SAMN07159114,simple,307723,Pereskia sacharosa,Pereskia_sacharosa_67,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,365D36DFB6F04C7689E3626B8200A2FC,D1283D3F5881BCF7AA2A49E352785039
SRR5605345,2018-05-22 00:07:38,2017-05-25 13:05:42,619539,117712410,619539,190,76,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605345/SRR5605345.1,SRX2857988,Pereskiopsis_porteri_51,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP108044,PRJNA387599,,387599,SRS2228718,SAMN07159115,simple,146107,Pereskiopsis porteri,Pereskiopsis_porteri_51,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,07FF7F611D832F0F79B6019F6D983096,8FA6CFCFD1C4BFCF3D2F89D6FF275D44
SRR7905860,2018-12-29 00:16:13,2018-09-26 23:35:28,30918512,7791465024,30918512,252,3682,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905860/SRR7905860.1,SRX4741997,Run_1724_Sample_72925,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823309,SAMN10132141,simple,1112764,Pterocactus tuberosus,Pttu21,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,64F9B1453A852444050B8785C1EDE732,3B86D36A12C57F90E462FE8F4EAB780E
SRR7905863,2018-12-29 00:16:13,2018-09-26 21:10:45,42977047,10830215844,42977047,252,5581,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR7905863/SRR7905863.1,SRX4741994,Run_1691_Sample_72688,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP162684,PRJNA493215,,493215,SRS3823307,SAMN10132142,simple,1112780,Tephrocactus bonnieae,Pubo1013,,,,,,,no,,,,,UNIVERSITY OF MICHIGAN,SRA784280,,public,0F84188246BC60C6103FD9A014939A2E,A44E0CDC912880A0B9E0F1A0DD53C2EE
SRR6238170,2018-11-22 00:23:20,2017-10-31 11:29:46,2083773,366431366,2079978,175,218,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6238170/SRR6238170.1,SRX3346404,Quiabentia_zehntneri_207,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP123153,PRJNA415977,,415977,SRS2646645,SAMN07839349,simple,308224,Quiabentia zehntneri,Quiabentia_zehntneri_207,,,,,,,no,,,,,UNIVERSITY OF OKLAHOMA,SRA626644,,public,A37288CA65040F35E58756E05324E8A4,D0D483FBE263B28EA38EE66F030F6B20
SRR5605376,2018-05-22 00:07:38,2017-05-25 13:09:12,2143480,381513621,2143480,177,224,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605376/SRR5605376.1,SRX2857957,Quiabentia_zehntneri_85,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP108044,PRJNA387599,,387599,SRS2228687,SAMN07159125,simple,308224,Quiabentia zehntneri,Quiabentia_zehntneri_85,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,E3349025A71D7A7ECFCC7818128ED7B6,8ABCFC5F982BA3C334EFF9A979996CC1
SRR7945269,2019-10-22 00:38:09,2018-10-01 07:42:18,9579839,8467862239,0,883,2077,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/007759/SRR7945269,SRX4779435,R_FRUIT,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP162983,PRJNA494058,,494058,SRS3860093,SAMN10147967,simple,1195597,Hylocereus polyrhizus,R,,,,,,,no,,,,,GUIZHOU UNIVERSITY,SRA787378,,public,1FDBFAF27CCAED620B04A6C5EB8B7FD6,E20B00D5F3D618B69B32EF3FFE185D2A
SRR7997108,2019-11-08 17:16:44,2018-10-10 17:44:16,39423304,11826991200,39423304,300,4244,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007809/SRR7997108,SRX4827971,R1_Fruit,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP164946,PRJNA495654,,495654,SRS3899500,SAMN10229244,simple,154422,Hylocereus,R1,,,,,,,no,,,,,GUIZHOU UNIVERSITY,SRA792419,,public,97F6AE9B231DC2277F1E62728FFD6FB2,332A3E234783E2AA8FEE84D20702F94A
SRR7997109,2019-11-08 17:16:44,2018-10-10 17:47:49,38975905,11692771500,38975905,300,4151,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007809/SRR7997109,SRX4827970,R2_Fruit,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP164946,PRJNA495654,,495654,SRS3899501,SAMN10229245,simple,154422,Hylocereus,R2,,,,,,,no,,,,,GUIZHOU UNIVERSITY,SRA792419,,public,C548857371E8F98EF9CF24FAE9229F1F,C11CA1F2AB9D1A85F39710A7D3AE511E
SRR7997110,2019-11-08 17:16:44,2018-10-10 17:40:40,33798416,10139524800,33798416,300,3575,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007809/SRR7997110,SRX4827969,R3_Fruit,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP164946,PRJNA495654,,495654,SRS3899499,SAMN10229246,simple,154422,Hylocereus,R3,,,,,,,no,,,,,GUIZHOU UNIVERSITY,SRA792419,,public,AA8A450E0A000EBFD9B1DCF25EEAFE8D,D6359D24A6EFC7B2C2097F67207F872E
SRR7997111,2019-11-08 17:16:44,2018-10-10 17:48:47,41482627,11912102238,38135438,287,4168,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/007809/SRR7997111,SRX4827968,R4_Fruit,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP164946,PRJNA495654,,495654,SRS3899498,SAMN10229247,simple,154422,Hylocereus,R4,,,,,,,no,,,,,GUIZHOU UNIVERSITY,SRA792419,,public,F5D18F0B2491221DED4AE93F9E8B73C1,A087FEBB84B619C0E96295F822A32C7A
SRR7121780,2018-05-18 00:09:26,2018-05-12 00:54:06,689168936,68916893600,0,100,40950,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-13/SRR7121780/SRR7121780.1,SRX4043329,CL100027324_L01_21,WGS,unspecified,GENOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP144639,PRJNA438407,,438407,SRS3260771,SAMN08770693,simple,3593,Cactaceae,RL0498,,,,,,,no,,,,,BGI,SRA699931,,public,1832CA287135A6E04500C715B22F999A,9FC5C750484C2364407FC872731DFF1E
SRR7121955,2018-05-18 00:09:28,2018-05-12 11:05:46,685556454,68555645400,0,100,40845,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-13/SRR7121955/SRR7121955.1,SRX4043504,CL100031569_L01_21,WGS,unspecified,GENOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP144639,PRJNA438407,,438407,SRS3260946,SAMN08770868,simple,3593,Cactaceae,RL0726,,,,,,,no,,,,,BGI,SRA699931,,public,FE72533065BE48606BDF0CE6CC03B2FD,F0F79B6A6CF739C1F8B70F29E74526ED
SRR5605375,2018-05-22 00:07:38,2017-05-25 13:09:47,4636771,880986490,4636771,190,575,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5605375/SRR5605375.1,SRX2857958,Rhipsalis_capilliformis_54,OTHER,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP108044,PRJNA387599,,387599,SRS2228688,SAMN07159126,simple,2004986,Rhipsalis capilliformis,Rhipsalis_capilliformis_54,,,,,,,no,,,,,"UNIVERSITY OF OKLAHOMA, MPBIO DEPT.",SRA566526,,public,A33D5DEEE222E85A5754C30837AAC0C6,EF14B22087915F0F5803438623594CED
ERR2040226,2017-07-24 07:42:37,2017-08-21 09:47:36,17887328,3219719040,17887328,180,1804,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR2040226/ERR2040226.1,ERX2099283,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829288,SAMEA104170270,simple,3597,Pereskia aculeata,SAMEA104170270,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,7C1C3C72FD0521D3A73B7B3A92647D6D,2CCCB87F772776FBE478680F76A0D37C
